date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-08-11 09:00:00,27.79230769230769,78.88153846153847,0.8692307692307693,146.9230769230769,436.5,615.5,121.5
2018-08-11 10:00:00,29.738461538461536,71.46615384615386,2.2946153846153843,309.1666666666667,641.0,720.5,139.0
2018-08-11 11:00:00,31.28666666666667,63.55133333333334,1.611333333333333,192.14285714285717,806.0,777.0,151.5
2018-08-11 12:00:00,31.77692307692308,56.573076923076925,1.186153846153846,174.61538461538458,916.0,807.0,158.0
2018-08-11 13:00:00,32.16153846153846,59.23846153846154,2.335384615384615,77.69230769230771,815.0,538.0,288.5
2018-08-11 14:00:00,28.61764705882352,74.51588235294119,7.291764705882352,125.29411764705885,361.0,61.5,302.0
2018-08-11 15:00:00,24.05333333333333,94.43000000000002,5.831333333333332,303.3333333333333,175.0,12.5,164.5
2018-08-11 16:00:00,25.764285714285712,89.93928571428572,3.6028571428571428,212.85714285714286,386.5,91.5,316.0
2018-08-11 17:00:00,25.6,90.36,0.0,0.0,297.5,159.0,206.0
2018-08-11 18:00:00,26.1,87.73,0.0,0.0,265.0,409.5,114.5
2018-08-11 19:00:00,25.6,90.36,1.54,260.0,101.0,276.5,52.0
2018-08-11 20:00:00,25.6,90.36,2.57,200.0,2.5,8.5,2.5
2018-08-11 21:00:00,25.0,93.64,2.06,230.0,0.0,0.0,0.0
2018-08-11 22:00:00,25.0,90.32,0.0,0.0,0.0,0.0,0.0
2018-08-11 23:00:00,24.4,93.61,1.54,200.0,0.0,0.0,0.0
2018-08-12 00:00:00,25.0,93.64,0.0,0.0,0.0,0.0,0.0
2018-08-12 01:00:00,24.4,93.61,1.54,150.0,0.0,0.0,0.0
2018-08-12 02:00:00,24.4,93.61,1.54,140.0,0.0,0.0,0.0
2018-08-12 03:00:00,24.4,93.61,0.0,0.0,0.0,0.0,0.0
2018-08-12 04:00:00,24.4,90.83,0.0,0.0,0.0,0.0,0.0
2018-08-12 05:00:00,24.4,93.61,0.0,0.0,0.0,0.0,0.0
2018-08-12 06:00:00,24.4,93.61,2.06,300.0,0.0,0.0,0.0
2018-08-12 07:00:00,25.6,90.36,2.06,320.0,40.0,119.0,27.0
2018-08-12 08:00:00,27.8,81.83,2.06,300.0,221.0,459.5,80.5
2018-08-12 09:00:00,29.4,77.31,1.54,240.0,442.0,652.0,108.5
2018-08-12 10:00:00,30.6,65.19,1.54,170.0,646.0,746.5,126.5
2018-08-12 11:00:00,31.7,55.58,3.09,170.0,811.0,801.0,137.0
2018-08-12 12:00:00,31.66666666666667,58.84,3.77,145.0,757.5,506.5,286.5
2018-08-12 13:00:00,32.5,58.785,6.1750000000000025,160.0,455.0,156.0,302.5
2018-08-12 14:00:00,26.0,78.03999999999998,4.925714285714286,195.7142857142857,486.0,144.0,348.0
2018-08-12 15:00:00,26.572727272727274,83.26454545454546,2.5263636363636364,204.0,616.5,333.5,326.5
2018-08-12 16:00:00,28.78333333333333,73.66249999999998,3.2591666666666668,296.3636363636364,700.0,739.5,144.0
2018-08-12 17:00:00,30.0,63.9446153846154,2.6123076923076924,236.15384615384616,529.0,737.5,99.0
2018-08-12 18:00:00,30.23076923076923,62.39,2.097692307692307,257.6923076923077,312.5,614.0,79.0
2018-08-12 19:00:00,28.79230769230769,71.14076923076921,1.3053846153846154,184.61538461538456,97.5,297.0,43.0
2018-08-12 20:00:00,27.98461538461539,74.35692307692308,0.5923076923076923,110.76923076923076,2.5,13.0,2.5
2018-08-12 21:00:00,27.4,76.80692307692307,2.6507692307692303,157.69230769230768,0.0,0.0,0.0
2018-08-12 22:00:00,26.976923076923075,79.0407692307692,2.4138461538461544,155.38461538461542,0.0,0.0,0.0
2018-08-12 23:00:00,26.976923076923075,79.0407692307692,2.731538461538461,142.30769230769232,0.0,0.0,0.0
